year-month-date,volume,open,high,low,close
2010-07-30,1222968126,29.40,30.25,29.40,29.80
2010-08-02,847244265,29.90,30.50,29.85,30.00
2010-08-03,526401576,30.40,30.40,29.85,30.30
2010-08-04,445067720,30.30,30.35,29.70,29.90
2010-08-05,459108995,29.80,29.95,29.00,29.30
2010-08-06,834537577,28.90,29.85,28.75,29.80
2010-08-09,825294873,30.40,30.50,30.25,30.25
2010-08-10,770389309,30.60,31.10,30.45,30.45
2010-08-11,478259006,30.55,30.70,30.30,30.40
2010-08-12,293238864,30.05,30.25,29.75,30.10
2010-08-13,608452926,30.00,30.10,29.35,29.90
2010-08-16,682602461,30.00,30.00,29.00,29.35
2010-08-17,548634410,29.35,29.35,28.80,28.90
2010-08-18,398749318,29.10,29.25,28.85,28.90
2010-08-19,302769784,29.00,29.10,28.65,28.75
2010-08-20,323806580,28.65,28.95,28.50,28.80
2010-08-23,983975550,29.00,30.40,29.00,30.10
2010-08-24,939796868,30.30,30.60,30.00,30.00
2010-08-25,489647209,30.00,30.00,29.15,29.30
2010-08-26,322560159,29.30,29.60,29.00,29.40
2010-08-27,188846657,29.80,29.80,29.45,29.70
2010-08-30,238828317,30.10,30.15,29.30,29.55
2010-08-31,267794817,29.30,29.55,29.00,29.45
2010-09-01,438360341,29.50,30.10,29.50,30.00
2010-09-02,1138102616,30.50,31.10,30.50,30.95
2010-09-03,1339897368,31.00,31.80,31.00,31.80
2010-09-06,770981383,32.00,32.20,31.80,31.80
2010-09-07,352450645,32.00,32.00,31.20,31.30
2010-09-08,248296843,31.20,31.20,30.80,31.15
2010-09-09,265215182,31.55,31.55,30.90,31.25
2010-09-10,837793174,31.60,32.15,31.60,32.00
2010-09-13,675159373,32.50,32.95,32.50,32.80
2010-09-14,550263327,33.00,33.00,32.50,33.00
2010-09-15,415294292,33.00,33.00,32.30,32.90
2010-09-16,278815348,32.90,33.00,32.40,32.85
2010-09-17,274529036,32.90,32.95,32.45,32.60
2010-09-20,579044291,32.85,33.65,32.85,33.40
2010-09-21,395809437,33.60,33.80,32.80,33.30
2010-09-23,315480200,33.30,33.30,32.35,32.40
2010-09-24,409854400,32.40,32.60,32.00,32.30
2010-09-27,692861567,32.35,33.60,32.20,33.35
2010-09-28,750178479,33.30,33.95,33.00,33.95
2010-09-29,653808860,34.00,34.10,33.15,33.15
2010-09-30,268571384,33.10,33.40,32.75,33.40
2010-10-01,224366665,33.30,33.55,32.90,33.45
2010-10-04,312259688,33.40,33.75,33.25,33.30
2010-10-05,268611034,33.20,33.30,32.85,33.25
2010-10-06,734026699,33.40,34.10,33.30,34.05
2010-10-07,1000281872,34.10,35.20,33.70,34.90
2010-10-08,896000102,34.50,34.75,33.75,34.35
2010-10-11,501933005,34.45,34.80,33.70,33.80
2010-10-12,335843025,33.95,34.00,33.40,33.45
2010-10-13,482524830,33.55,33.90,33.35,33.50
2010-10-14,542647007,34.00,34.50,33.85,34.20
2010-10-15,186184686,34.50,34.50,33.65,33.75
2010-10-18,248171551,33.75,33.85,32.95,33.30
2010-10-19,272760840,33.30,33.30,32.50,32.60
2010-10-20,344081779,32.55,32.95,32.50,32.50
2010-10-21,246458065,32.55,33.10,32.35,33.00
2010-10-22,302028104,33.15,33.30,32.60,33.30
2010-10-25,258829170,33.30,33.65,33.00,33.25
2010-10-26,313624392,33.15,33.50,32.80,33.50
2010-10-27,335722425,33.50,33.55,32.65,33.05
2010-10-28,387546098,33.05,33.40,32.60,32.75
2010-10-29,297979035,32.70,32.70,32.30,32.60
2010-11-01,291244379,32.60,33.15,32.60,33.00
2010-11-02,234838831,33.20,33.50,33.00,33.45
2010-11-03,570950161,33.60,34.20,33.60,34.10
2010-11-04,352561171,34.20,34.40,33.95,34.10
2010-11-05,269564250,34.25,34.30,33.60,33.90
2010-11-08,389488429,34.00,34.45,33.90,34.30
2010-11-09,127881324,34.40,34.50,34.00,34.10
2010-11-10,231152809,34.30,34.50,34.05,34.20
2010-11-11,196524152,34.20,34.30,33.65,33.80
2010-11-12,537098549,33.50,33.60,32.85,33.20
2010-11-15,368719179,33.15,33.15,32.00,32.25
2010-11-16,508085515,32.30,32.40,31.60,32.40
2010-11-17,143448247,32.00,32.35,32.00,32.20
2010-11-18,137854200,32.20,32.40,32.00,32.15
2010-11-19,322370504,32.40,32.45,31.75,31.90
2010-11-22,171761429,32.20,32.40,32.05,32.15
2010-11-23,358320436,32.10,32.20,31.50,31.65
2010-11-24,471917903,31.45,31.60,30.60,30.95
2010-11-25,370476484,30.70,31.45,30.50,31.45
2010-11-26,293182907,31.15,31.20,30.90,30.90
2010-11-29,233961952,31.40,31.40,30.95,31.00
2010-11-30,377034977,31.30,31.50,31.00,31.35
2010-12-01,494471885,31.60,32.20,31.35,32.20
2010-12-02,388377567,32.60,32.65,31.95,32.30
2010-12-03,331091542,32.40,32.40,31.40,32.05
2010-12-06,548603256,32.05,32.10,31.65,32.00
2010-12-07,977213901,32.00,33.30,31.95,33.00
2010-12-08,1230031226,33.00,34.05,32.80,33.55
2010-12-09,477729595,33.50,33.55,32.95,33.15
2010-12-10,215835634,33.05,33.30,33.00,33.15
2010-12-13,258645314,33.10,33.35,33.00,33.00
2010-12-14,348247227,33.00,33.15,32.55,32.70
2010-12-15,224888185,32.70,33.00,32.40,33.00
2010-12-16,288889021,33.00,33.00,32.50,32.70
2010-12-17,255655049,32.60,33.05,32.60,33.00
2010-12-20,188498707,32.95,32.95,32.45,32.65
2010-12-21,155353463,32.65,32.80,32.45,32.80
2010-12-22,188482732,32.85,32.95,32.60,32.80
2010-12-23,580465980,32.80,33.75,32.65,33.40
2010-12-24,626702672,32.85,33.00,32.65,32.75
2010-12-27,476278071,32.50,32.70,32.15,32.40
2010-12-28,241128425,32.40,32.45,32.10,32.25
2010-12-29,272181295,32.25,32.45,32.00,32.45
2010-12-30,282649661,32.25,32.60,32.25,32.45
2010-12-31,410045639,32.50,32.90,32.35,32.80
2011-01-03,594959277,32.95,33.40,32.80,33.40
2011-01-04,338514557,33.60,33.65,33.00,33.15
2011-01-05,563348277,33.50,33.60,32.25,32.40
2011-01-06,240181539,32.50,32.60,32.15,32.40
2011-01-07,315314958,32.20,32.50,32.00,32.10
2011-01-10,287121184,32.20,32.45,32.05,32.45
2011-01-11,303609310,32.50,32.75,32.15,32.70
2011-01-12,490829659,33.00,33.20,32.70,32.90
2011-01-13,393668947,33.00,33.20,32.60,32.85
2011-01-14,342638686,32.80,32.90,32.55,32.75
2011-01-17,559167087,32.20,32.50,31.60,31.70
2011-01-18,441704141,31.50,31.50,31.05,31.35
2011-01-19,530335798,31.35,31.90,31.20,31.75
2011-01-20,241550196,31.75,31.80,31.50,31.55
2011-01-21,305866716,31.30,31.70,31.10,31.70
2011-01-24,170961888,31.90,31.90,31.30,31.70
2011-01-25,257721049,31.60,31.85,31.40,31.50
2011-01-26,192855363,31.70,31.80,31.45,31.55
2011-01-27,395184299,31.75,31.90,31.45,31.45
2011-01-28,387870572,31.50,31.75,31.25,31.35
2011-02-08,1041408336,31.50,31.50,30.00,30.15
2011-02-09,629867427,30.20,30.40,29.95,30.10
2011-02-10,663326388,30.10,30.25,29.70,29.85
2011-02-11,504561450,30.25,30.25,29.70,29.70
2011-02-14,487786194,29.90,29.90,29.60,29.80
2011-02-15,652340567,29.60,30.40,29.30,30.20
2011-02-16,459497629,30.00,30.30,29.90,30.20
2011-02-17,272110974,30.20,30.20,29.80,30.05
2011-02-18,331723407,30.40,30.45,30.20,30.25
2011-02-21,457072003,30.40,30.85,30.05,30.60
2011-02-22,470255960,30.10,30.20,29.80,30.00
2011-02-23,361490845,29.80,30.10,29.55,29.55
2011-02-24,410038761,29.95,29.95,29.30,29.35
2011-02-25,228249018,29.65,29.65,29.35,29.40
2011-03-01,452218611,29.40,29.60,29.35,29.45
2011-03-02,475257696,29.45,30.30,29.40,29.65
2011-03-03,547290333,29.80,31.25,29.80,31.00
2011-03-04,570715852,31.10,31.40,31.00,31.35
2011-03-07,235446597,31.30,31.35,30.80,31.20
2011-03-08,418413757,31.10,31.65,31.10,31.45
2011-03-09,247932979,31.60,31.65,31.30,31.60
2011-03-10,135998603,31.60,31.60,31.25,31.40
2011-03-11,133986378,30.80,31.20,30.80,30.95
2011-03-14,769420062,33.00,33.00,31.55,31.75
2011-03-15,480763585,31.80,31.95,29.70,30.90
2011-03-16,533115177,30.90,31.45,30.90,31.10
2011-03-17,290741800,30.60,31.65,30.55,31.45
2011-03-18,594064779,31.70,32.20,31.35,32.10
2011-03-21,348991568,32.20,32.50,31.80,32.20
2011-03-22,403621955,32.50,32.50,32.10,32.45
2011-03-23,1428785428,32.50,33.90,32.45,33.45
2011-03-24,776942123,33.90,34.10,33.25,33.35
2011-03-25,684137139,33.60,33.85,33.50,33.50
2011-03-28,1072312621,33.80,34.35,33.55,34.00
2011-03-29,1749454936,34.50,35.75,34.40,35.50
2011-03-30,1381849397,35.80,36.10,35.50,36.00
2011-03-31,884359117,36.10,36.20,35.30,35.50
2011-04-01,862882180,35.50,36.40,35.45,36.30
2011-04-06,1213341811,37.00,37.00,35.95,36.45
2011-04-07,880641774,36.50,36.55,35.70,36.40
2011-04-08,1426757117,36.40,37.80,36.40,37.35
2011-04-11,570833748,37.60,37.60,36.85,37.60
2011-04-12,908820860,37.50,37.50,36.10,36.65
2011-04-13,790683319,36.65,36.90,36.20,36.90
2011-04-14,1122960068,37.00,38.30,36.90,37.70
2011-04-15,693224814,38.00,38.00,37.20,37.25
2011-04-18,694004391,37.30,37.60,37.00,37.30
2011-04-19,726902510,36.80,37.65,36.60,37.55
2011-04-20,1889359708,38.10,40.15,38.00,40.15
2011-04-21,1352209547,41.10,41.40,39.90,40.35
2011-04-22,625638665,40.40,40.40,39.30,39.65
2011-04-25,415293350,39.80,40.40,39.80,40.00
2011-04-26,794720669,40.00,40.95,39.75,40.35
2011-04-27,1690530726,41.00,42.90,40.75,42.60
2011-04-28,1173924320,42.80,42.90,41.20,41.55
2011-04-29,1041716192,41.50,41.95,40.65,41.95
2011-05-03,1380346609,41.80,42.10,39.90,40.05
2011-05-04,890359509,40.20,40.85,39.10,40.85
2011-05-05,1127574382,40.70,40.70,39.85,39.85
2011-05-06,1309172521,39.00,39.35,38.10,38.70
2011-05-09,1532485153,38.70,40.20,38.50,39.85
2011-05-10,495371247,39.85,39.90,39.20,39.60
2011-05-11,737724690,40.00,40.40,39.60,39.65
2011-05-12,382620831,39.60,39.85,39.35,39.70
2011-05-13,664476763,40.00,40.80,39.55,39.60
2011-05-16,607844992,39.60,40.30,39.35,39.75
2011-05-17,480262553,40.00,40.00,39.15,39.40
2011-05-18,890966200,39.60,39.60,38.55,38.80
2011-05-19,1113069366,38.80,39.30,38.40,38.60
2011-05-20,445982955,38.85,38.85,38.10,38.65
2011-05-23,553074207,38.10,38.45,37.50,37.95
2011-05-24,586288561,38.00,38.30,37.75,38.20
2011-05-25,482524153,38.20,39.10,37.95,39.00
2011-05-26,438392759,39.85,39.85,39.10,39.40
2011-05-27,531562196,39.40,39.70,39.00,39.30
2011-05-30,1750368746,39.80,42.05,39.50,41.60
2011-05-31,890124026,42.00,42.00,41.05,41.70
2011-06-01,684131541,41.10,41.85,41.10,41.40
2011-06-02,432010304,41.00,41.85,41.00,41.75
2011-06-03,247482849,41.95,42.00,41.40,41.60
2011-06-07,336502110,41.60,42.10,41.55,42.10
2011-06-08,408455178,41.70,42.10,41.05,41.25
2011-06-09,546005330,40.95,41.15,39.95,40.05
2011-06-10,416722213,40.60,40.75,39.80,39.80
2011-06-13,304179761,39.60,40.30,39.40,39.85
2011-06-14,344098944,40.00,40.75,39.80,40.50
2011-06-15,1084509784,40.55,41.80,40.50,41.25
2011-06-16,441429966,41.00,41.50,40.80,41.05
2011-06-17,432972470,41.25,41.45,40.40,40.50
2011-06-20,410285201,40.90,41.45,40.10,40.25
2011-06-21,551131790,40.45,40.80,39.90,40.00
2011-06-22,645950380,40.20,40.45,39.60,40.00
2011-06-23,757218924,40.00,40.85,39.80,39.90
2011-06-24,768774786,40.05,40.45,39.35,39.50
2011-06-27,703533888,39.40,40.45,39.35,40.15
2011-06-28,1299294332,40.70,42.00,40.40,40.80
2011-06-29,1092731474,41.50,42.20,41.00,42.15
2011-06-30,777813967,42.10,42.80,42.10,42.80
2011-07-01,1132687548,43.00,44.60,42.95,44.40
2011-07-04,731622152,44.60,44.85,43.75,44.80
2011-07-05,664496114,44.80,45.60,44.45,45.45
2011-07-06,651430430,45.15,45.50,44.80,45.25
2011-07-07,739633762,44.75,46.15,44.75,45.95
2011-07-08,648694617,46.40,46.40,45.30,45.40
2011-07-11,551051085,45.55,45.55,44.85,45.20
2011-07-12,1146825330,45.00,45.05,43.10,43.30
2011-07-13,968213745,43.10,45.00,42.75,44.70
2011-07-14,1078968493,44.80,45.95,44.00,45.50
2011-07-15,419410697,45.50,45.80,45.00,45.55
2011-07-18,638852256,45.30,45.75,44.90,45.45
2011-07-19,463664389,45.45,45.45,44.25,44.60
2011-07-20,499845612,44.80,45.30,44.75,45.25
2011-07-21,455275847,45.50,46.35,45.45,46.30
2011-07-22,1125704376,46.40,49.45,46.40,48.40
2011-07-25,910732887,48.50,48.50,47.80,48.30
2011-07-26,1227119846,46.60,46.70,44.30,45.95
2011-07-27,1512417299,45.00,45.50,44.00,44.65
2011-07-28,707380476,44.00,45.45,43.80,45.45
2011-07-29,926454046,45.80,46.50,45.55,45.60
2011-08-01,571552630,46.00,46.50,45.45,46.00
2011-08-02,663143931,46.10,47.30,46.00,47.00
2011-08-03,614952076,46.20,46.45,45.40,45.75
2011-08-04,378317860,46.30,46.30,44.80,44.85
2011-08-05,1086511036,42.00,43.80,41.90,43.10
2011-08-08,1297265005,43.00,43.60,40.30,42.00
2011-08-09,1531926546,40.10,44.30,40.10,43.15
2011-08-10,1534350792,45.00,46.15,44.10,45.55
2011-08-11,1355493700,44.55,46.45,43.55,44.25
2011-08-12,1006099067,44.50,44.85,42.65,42.65
2011-08-15,498887764,43.00,44.70,43.00,43.95
2011-08-16,886069769,44.70,45.30,44.10,45.25
2011-08-17,768583289,45.50,45.50,44.30,44.65
2011-08-18,777965091,45.00,45.20,44.15,45.15
2011-08-19,1270827410,44.00,44.00,42.00,42.00
2011-08-22,1377750248,41.00,41.90,39.10,39.10
2011-08-23,784909703,39.10,40.20,38.30,40.20
2011-08-24,1173131431,40.20,40.20,37.85,38.35
2011-08-25,1956388974,38.50,38.85,35.75,36.45
2011-08-26,1548975177,36.80,37.30,34.10,35.25
2011-08-29,715847433,35.70,37.35,35.35,37.35
2011-08-30,771911220,37.55,38.40,36.60,37.95
2011-08-31,641667179,37.30,38.85,37.30,38.75
2011-09-01,961992226,39.70,40.25,39.25,40.00
2011-09-02,545976206,40.00,40.00,38.50,39.15
2011-09-05,536442673,39.00,39.30,38.40,38.95
2011-09-06,1250802686,38.50,38.55,36.25,36.25
2011-09-07,1518224275,35.80,36.50,34.25,35.25
2011-09-08,1008896883,35.80,37.05,35.50,36.65
2011-09-09,579661164,36.65,37.60,36.45,37.50
2011-09-13,923577354,36.50,36.50,34.90,34.90
2011-09-14,1348590506,35.10,35.50,32.80,33.30
2011-09-15,781959302,34.50,34.50,33.30,33.70
2011-09-16,906946619,34.50,36.05,34.35,35.25
2011-09-19,379884562,35.25,35.45,34.50,34.95
2011-09-20,635568594,34.95,35.30,33.50,34.20
2011-09-21,622580691,34.20,34.40,33.50,34.30
2011-09-22,864541922,33.50,33.50,32.20,32.25
2011-09-23,1474934462,30.60,30.90,30.00,30.35
2011-09-26,838974296,30.35,30.45,29.00,29.25
2011-09-27,788432357,30.25,31.25,30.20,31.25
2011-09-28,727599254,32.30,32.65,31.75,32.00
2011-09-29,588140267,31.80,33.50,31.35,32.70
2011-09-30,499968422,33.50,33.90,32.75,32.90
2011-10-03,779801684,32.40,32.40,31.00,31.00
2011-10-04,793913856,30.00,31.95,29.90,31.90
2011-10-05,337882866,32.20,32.30,31.20,31.65
2011-10-06,664208776,32.75,33.40,32.60,33.15
2011-10-07,1041288511,34.10,35.20,33.60,34.80
2011-10-11,865389509,36.20,36.70,35.70,36.70
2011-10-12,587232427,35.75,36.95,35.25,36.55
2011-10-13,692352977,36.55,37.20,35.15,36.10
2011-10-14,716934018,35.90,35.90,34.65,34.65
2011-10-17,482819723,35.05,35.95,34.75,35.50
2011-10-18,355462308,34.90,35.15,34.55,34.85
2011-10-19,354433178,35.20,35.30,34.30,34.75
2011-10-20,454451195,35.00,35.40,34.40,34.50
2011-10-21,310823348,34.65,35.25,34.40,34.70
2011-10-24,618671660,35.80,36.15,35.40,36.10
2011-10-25,314619370,36.45,36.45,35.65,36.00
2011-10-26,574306489,35.35,36.45,35.35,36.45
2011-10-27,1833607453,36.50,38.75,36.10,38.25
2011-10-28,1156410124,39.05,39.30,37.50,37.85
2011-10-31,471071627,37.95,38.15,37.50,37.85
2011-11-01,801850750,37.85,37.85,36.85,37.00
2011-11-02,848952200,36.10,36.50,35.40,36.35
2011-11-03,564207490,36.50,36.50,35.50,35.80
2011-11-04,855995686,36.50,37.35,36.50,37.20
2011-11-07,472878733,37.30,38.00,37.10,37.75
2011-11-08,475207616,37.70,38.05,36.70,36.75
2011-11-09,379225974,36.85,37.40,36.85,36.85
2011-11-10,990217449,36.00,36.00,34.95,35.30
2011-11-11,532226665,35.80,35.90,35.10,35.40
2011-11-14,330378194,36.30,36.35,35.80,35.90
2011-11-15,187967584,35.60,36.25,35.50,36.25
2011-11-16,478161110,36.35,36.45,34.85,34.95
2011-11-17,749726768,34.00,34.20,33.50,33.70
2011-11-18,869686749,33.00,33.40,32.90,33.00
2011-11-21,784716002,32.60,32.60,31.40,31.40
2011-11-22,565778666,31.40,32.60,31.00,32.45
2011-11-23,367225590,32.55,32.70,31.70,31.75
2011-11-24,446071825,31.80,32.80,31.75,32.70
2011-11-25,431417576,33.10,33.30,31.70,32.10
2011-11-28,292696587,32.50,33.05,32.50,32.70
2011-11-29,284773073,33.20,33.50,32.80,33.40
2011-11-30,535257363,33.20,33.20,32.00,32.55
2011-12-01,674142847,34.00,34.80,33.50,34.50
2011-12-02,367977046,34.50,34.75,33.80,34.75
2011-12-05,266929600,34.85,35.15,34.60,35.00
2011-12-06,403911964,35.10,35.60,34.20,34.85
2011-12-07,350206581,35.50,35.50,35.10,35.50
2011-12-08,359770036,34.80,35.20,33.80,34.60
2011-12-09,592848781,34.00,34.00,32.20,33.00
2011-12-12,425725510,33.50,33.55,32.60,33.50
2011-12-13,293980833,32.80,33.40,32.65,33.25
2011-12-14,454986275,32.65,33.10,32.35,32.70
2011-12-15,381583316,32.55,32.60,31.85,32.40
2011-12-16,296440620,33.00,33.45,32.40,33.00
2011-12-19,407571996,33.30,33.40,31.95,32.80
2011-12-20,418820834,32.80,33.20,32.30,33.00
2011-12-21,555286930,34.35,35.10,34.00,35.00
2011-12-22,598537811,35.10,35.10,33.85,35.00
2011-12-23,541006085,35.40,35.50,34.85,35.00
2011-12-26,288403546,35.00,35.25,34.65,34.95
2011-12-27,244202900,34.65,35.10,34.50,35.00
2011-12-28,215158056,34.90,35.05,34.65,34.95
2011-12-29,168659320,34.70,35.00,34.50,35.00
2011-12-30,267474500,35.00,35.25,34.80,35.00
2012-01-02,245403706,35.00,35.05,34.60,34.70
2012-01-03,465373269,34.95,35.40,34.90,35.40
2012-01-04,258736686,35.80,35.80,35.45,35.60
2012-01-05,540492635,35.80,35.80,35.00,35.60
2012-01-06,580971564,35.60,35.65,34.95,34.95
2012-01-09,553523663,34.90,34.95,34.30,34.45
2012-01-10,514958522,34.70,35.50,34.60,35.50
2012-01-11,613687393,35.80,36.20,35.65,36.00
2012-01-12,716541026,36.00,36.30,35.70,36.20
2012-01-13,486136886,36.50,36.75,36.10,36.20
2012-01-16,305614594,36.30,36.40,35.05,35.35
2012-01-17,224977290,35.55,36.00,35.30,36.00
2012-01-18,403925380,36.30,36.30,35.35,36.25
2012-01-30,822088853,37.10,37.75,37.10,37.35
2012-01-31,559572122,37.10,37.35,36.55,36.90
2012-02-01,395714398,36.95,37.05,36.15,36.30
2012-02-02,357624824,36.50,37.10,36.30,37.00
2012-02-03,561644045,36.95,36.95,36.30,36.50
2012-02-04,477625660,36.90,37.30,36.60,36.95
2012-02-06,398809803,36.90,36.90,36.20,36.40
2012-02-07,605470775,36.20,36.80,36.10,36.10
2012-02-08,752254238,36.30,36.50,35.95,36.15
2012-02-09,1549108222,36.20,36.80,35.65,36.35
2012-02-10,1573817215,36.55,37.35,36.40,37.25
2012-02-13,1230854970,37.70,38.15,37.65,37.95
2012-02-14,766618979,37.85,37.85,36.45,36.70
2012-02-15,510619945,36.50,37.05,36.40,36.95
2012-02-16,1143677502,37.00,37.20,36.70,36.90
2012-02-17,590083283,37.20,37.75,36.90,37.15
2012-02-20,1043491022,37.80,38.15,37.60,37.85
2012-02-21,517504226,38.00,38.00,37.30,37.60
2012-02-22,535840174,37.65,37.80,37.30,37.75
2012-02-23,533461302,37.70,37.70,37.10,37.60
2012-02-24,629346284,37.60,37.60,37.00,37.20
2012-02-29,510685678,37.60,37.90,37.40,37.75
2012-03-01,378800481,37.90,37.90,37.25,37.25
2012-03-02,418150179,37.50,37.50,37.10,37.20
2012-03-03,169272874,37.20,37.20,36.75,37.00
2012-03-05,348443033,37.10,37.30,36.50,36.65
2012-03-06,713543372,36.40,36.65,35.00,35.55
2012-03-07,288201377,35.00,35.80,35.00,35.55
2012-03-08,216560405,35.85,35.85,35.50,35.80
2012-03-09,300012686,35.95,35.95,35.55,35.85
2012-03-12,326248227,35.90,35.90,35.10,35.10
2012-03-13,344728070,35.25,35.55,35.20,35.25
2012-03-14,533252442,35.50,35.75,34.95,35.25
2012-03-15,401838866,35.00,35.30,35.00,35.15
2012-03-16,359878983,35.50,36.00,35.15,36.00
2012-03-19,205151358,36.00,36.10,35.20,35.50
2012-03-20,258706595,35.90,35.90,35.10,35.10
2012-03-21,366767089,35.10,35.40,35.00,35.15
2012-03-22,570819892,35.50,35.50,35.15,35.45
2012-03-23,430286562,35.50,35.50,35.10,35.25
2012-03-26,1017209265,35.20,35.20,33.75,34.00
2012-03-27,747870401,34.00,34.25,33.80,34.20
2012-03-28,263315832,34.75,34.80,34.20,34.60
2012-03-29,370525617,34.60,34.60,33.95,34.40
2012-03-30,229215463,34.40,34.55,34.00,34.55
2012-04-02,515104607,34.50,34.55,33.90,34.20
2012-04-03,422260739,34.30,34.60,33.95,34.40
2012-04-05,862360677,33.75,34.55,33.75,34.25
2012-04-06,274213106,34.35,34.80,34.10,34.50
2012-04-09,360417986,34.10,35.20,34.00,34.50
2012-04-10,291259047,34.65,35.25,34.65,34.85
2012-04-11,497723451,34.75,35.15,34.60,34.85
2012-04-12,358868330,35.10,35.25,34.65,35.20
2012-04-13,334824658,35.40,35.80,35.00,35.80
2012-04-16,109091044,35.60,35.75,35.25,35.60
2012-04-17,242717716,35.75,35.80,35.10,35.10
2012-04-18,290488701,35.80,35.80,35.20,35.80
2012-04-19,307093754,35.80,36.10,35.60,36.00
2012-04-20,160535018,36.10,36.10,35.30,35.40
2012-04-23,138354349,35.50,35.50,35.00,35.10
2012-04-24,197845046,34.85,35.20,34.85,34.90
2012-04-25,293188794,34.80,34.80,34.50,34.50
2012-04-26,251485065,34.85,34.85,34.00,34.30
2012-04-27,324145173,34.30,34.50,33.75,33.85
2012-04-30,201282627,34.15,34.85,33.80,34.85
2012-05-02,441556982,34.85,35.60,34.85,35.55
2012-05-03,258419191,35.55,35.90,35.45,35.65
2012-05-04,361126155,34.85,36.00,34.85,35.95
2012-05-07,235428879,35.70,35.70,35.05,35.35
2012-05-08,186356879,35.65,35.65,35.00,35.05
2012-05-09,190172994,34.80,35.10,34.60,35.00
2012-05-10,287339121,34.95,35.15,34.65,35.05
2012-05-11,291940860,35.05,35.05,34.30,34.45
2012-05-14,209913438,34.30,34.45,34.00,34.00
2012-05-15,832114986,34.00,34.00,32.75,32.75
2012-05-16,449247234,32.75,32.75,32.30,32.30
2012-05-17,277038005,32.80,32.80,32.35,32.65
2012-05-18,475493373,32.15,32.15,31.60,32.00
2012-05-21,117163202,32.00,32.50,31.90,32.45
2012-05-22,120459002,32.75,32.75,32.50,32.70
2012-05-23,199161222,32.30,33.00,31.90,32.90
2012-05-24,221071621,32.70,32.75,32.40,32.70
2012-05-25,126057950,32.55,32.95,32.50,32.50
2012-05-28,130306262,32.35,32.75,32.35,32.55
2012-05-29,308993525,32.95,34.45,32.75,34.20
2012-05-30,505622510,34.00,34.70,33.25,34.65
2012-05-31,641494458,34.00,34.70,33.75,33.75
2012-06-01,220987159,33.60,34.10,33.30,33.65
2012-06-04,245496188,32.90,33.80,32.80,33.15
2012-06-05,222241268,33.35,33.60,33.05,33.20
2012-06-06,214679868,33.55,34.20,33.35,34.15
2012-06-07,157338583,34.60,34.65,34.30,34.50
2012-06-08,212393792,34.50,34.60,33.90,34.50
2012-06-11,286586114,34.50,34.95,34.15,34.45
2012-06-12,281251550,33.90,34.45,33.75,34.40
2012-06-13,239047232,34.55,34.60,34.00,34.00
2012-06-14,205844265,33.85,34.50,33.85,34.00
2012-06-15,289445867,34.00,34.60,34.00,34.60
2012-06-18,308635817,35.00,35.60,35.00,35.35
2012-06-19,160171173,35.35,35.40,34.95,35.30
2012-06-20,218851591,35.50,35.70,35.10,35.45
2012-06-21,104268650,35.40,35.50,35.00,35.00
2012-06-22,123621740,34.75,34.90,34.50,34.60
2012-06-25,142887562,35.10,35.10,34.15,34.25
2012-06-26,216389656,34.00,34.65,34.00,34.65
2012-06-27,144221335,34.65,35.10,34.30,34.90
2012-06-28,266463420,35.00,35.30,34.85,35.20
2012-06-29,259496656,34.90,35.35,34.90,35.35
2012-07-02,325896187,34.10,35.70,34.10,35.10
2012-07-03,537119415,35.60,36.25,35.40,36.15
2012-07-04,253717613,36.25,36.30,36.05,36.20
2012-07-05,303539010,35.70,35.90,35.40,35.90
2012-07-06,323971136,36.00,36.30,35.80,36.30
2012-07-09,225575000,35.80,36.40,35.80,36.30
2012-07-10,272803673,36.10,36.25,35.75,36.00
2012-07-11,525525077,35.55,36.90,35.55,36.90
2012-07-12,226983808,36.90,36.90,36.10,36.20
2012-07-13,289983885,36.20,36.60,36.15,36.25
2012-07-16,217257343,36.25,36.40,36.00,36.25
2012-07-17,313936690,35.90,36.40,35.90,36.25
2012-07-18,260979424,36.00,36.25,35.85,36.05
2012-07-19,381874534,36.45,36.90,36.10,36.85
2012-07-20,258125512,36.90,37.00,36.60,37.00
2012-07-23,172634846,36.90,36.90,36.20,36.40
2012-07-24,265663178,36.05,36.25,36.00,36.15
2012-07-25,554482468,35.60,36.00,35.35,35.40
2012-07-26,242509316,33.70,34.00,33.65,33.65
2012-07-27,274230415,34.10,34.85,34.05,34.85
2012-07-30,300797844,35.00,35.30,34.85,35.10
2012-07-31,228412658,35.00,35.20,34.85,34.90
2012-08-01,273505945,35.00,35.75,34.85,35.75
2012-08-03,167655169,35.80,35.90,35.50,35.80
2012-08-06,292718932,36.00,36.45,35.65,35.70
2012-08-07,208123322,35.20,35.85,35.20,35.70
2012-08-08,283608178,35.70,36.00,35.30,35.50
2012-08-09,398307186,35.70,35.90,35.45,35.80
2012-08-10,465333650,36.00,36.20,35.80,35.80
2012-08-13,329261844,36.45,36.45,35.80,36.00
2012-08-14,244429203,36.00,36.25,35.25,35.30
2012-08-15,236546474,35.50,35.60,34.90,35.40
2012-08-16,314252325,35.60,35.60,34.95,35.00
2012-08-17,331940242,34.85,35.00,34.40,34.80
2012-08-20,173231621,34.80,34.80,34.20,34.35
2012-08-21,246376196,34.70,34.85,34.30,34.45
2012-08-22,240049839,34.10,34.20,33.90,34.15
