year-month-date,volume,open,high,low,close
2009-01-19,543108391,24.50,24.60,23.90,24.05
2009-01-20,827529416,23.85,23.85,22.40,22.40
2009-01-21,640094580,21.90,22.75,21.90,22.35
2009-02-02,703965954,22.40,23.90,22.40,23.90
2009-02-03,1228424508,24.35,25.55,24.35,25.55
2009-02-04,949012446,26.30,26.40,25.65,26.30
2009-02-05,661638690,26.20,26.50,25.60,26.00
2009-02-06,766519832,26.50,27.00,26.20,26.90
2009-02-09,558111945,27.40,27.90,26.20,26.20
2009-02-10,381554024,26.00,26.70,26.00,26.45
2009-02-11,519368168,25.80,27.10,25.75,27.00
2009-02-12,458811459,27.40,27.40,25.80,26.05
2009-02-13,549407546,25.70,27.40,25.70,27.30
2009-02-16,387823704,27.20,27.75,26.80,27.35
2009-02-17,565263093,27.35,27.75,26.45,26.70
2009-02-18,693807516,26.60,27.05,26.35,26.40
2009-02-19,473373275,26.40,26.90,25.70,26.90
2009-02-20,579259389,26.05,26.45,25.70,25.70
2009-02-23,376784569,25.75,26.40,25.60,26.40
2009-02-24,255613907,26.00,26.20,25.80,26.10
2009-02-25,434024081,26.25,27.00,26.20,26.20
2009-02-26,300909858,26.90,26.90,26.05,26.35
2009-02-27,312939443,26.05,26.30,25.85,26.20
2009-03-02,618290050,25.95,26.00,24.55,25.00
2009-03-03,404088907,24.70,25.40,24.55,25.30
2009-03-04,601461447,25.70,26.50,25.45,26.30
2009-03-05,962560159,27.00,27.80,27.00,27.40
2009-03-06,496284961,27.10,27.65,26.85,27.00
2009-03-09,613762468,27.20,27.50,26.60,26.95
2009-03-10,384344243,26.90,27.25,26.65,26.90
2009-03-11,825486948,27.50,27.65,26.90,27.20
2009-03-12,385998103,27.20,27.65,26.80,26.90
2009-03-13,835885708,27.30,27.95,27.00,27.70
2009-03-16,891564521,27.95,29.35,27.95,28.80
2009-03-17,769251652,29.10,29.40,28.55,28.70
2009-03-18,494649078,29.00,29.00,28.20,28.30
2009-03-19,417730690,28.60,29.05,28.00,28.00
2009-03-20,388578820,28.10,28.45,27.25,27.55
2009-03-23,407446632,27.85,28.50,27.75,28.50
2009-03-24,846287750,29.35,29.80,28.95,29.70
2009-03-25,522334945,29.60,29.95,29.00,29.80
2009-03-26,808937415,29.95,30.45,29.00,29.15
2009-03-27,570225416,29.50,29.50,28.50,28.80
2009-03-30,485793837,28.50,28.55,27.00,27.55
2009-03-31,364305305,27.55,28.35,27.55,27.95
2009-04-01,706137523,28.45,29.60,28.20,29.40
2009-04-02,1167777144,30.10,30.50,29.45,30.25
2009-04-03,1036181791,30.95,31.60,30.55,31.05
2009-04-06,494922822,31.50,32.00,31.00,31.20
2009-04-07,424374499,30.40,31.00,30.40,30.70
2009-04-08,703621626,30.70,31.15,30.05,30.10
2009-04-09,933150693,31.00,32.20,30.55,32.10
2009-04-10,1021401169,32.80,34.00,32.55,33.95
2009-04-13,615074666,34.15,35.20,33.70,34.40
2009-04-14,535833401,34.00,34.60,33.25,34.60
2009-04-15,525390018,34.50,34.50,34.00,34.50
2009-04-16,547722056,35.50,35.95,34.60,35.50
2009-04-17,830257862,35.50,35.50,33.05,33.05
2009-04-20,645020495,32.60,33.00,31.00,32.25
2009-04-21,594802277,31.50,33.60,31.50,33.55
2009-04-22,570917714,33.35,34.35,33.05,34.00
2009-04-23,383001670,34.00,34.25,33.15,33.45
2009-04-24,685826538,33.45,34.15,32.05,32.75
2009-04-27,608207685,32.85,33.30,30.50,31.80
2009-04-28,674114385,32.00,32.40,29.70,29.90
2009-04-29,898436488,30.00,30.45,29.00,29.55
2009-04-30,946894759,31.60,31.60,30.80,31.60
2009-05-04,428967802,33.80,33.80,33.80,33.80
2009-05-05,1911569233,36.15,36.15,34.30,36.00
2009-05-06,1634184267,36.10,36.50,35.00,36.50
2009-05-07,1315047878,35.50,35.70,34.00,34.70
2009-05-08,1036043278,34.25,35.45,33.60,34.25
2009-05-11,677195674,34.25,35.25,33.80,35.10
2009-05-12,597916565,34.50,34.80,33.20,33.90
2009-05-13,883557518,33.50,34.10,32.90,33.00
2009-05-14,791992182,32.45,32.45,31.50,31.60
2009-05-15,737694020,32.20,32.85,32.00,32.55
2009-05-18,834986822,32.80,34.00,32.65,34.00
2009-05-19,667682505,35.00,35.05,33.25,33.25
2009-05-20,760116698,33.35,33.60,32.30,32.85
2009-05-21,548100846,32.10,33.25,32.05,33.25
2009-05-22,495486580,32.80,33.50,32.50,32.90
2009-05-25,581653717,33.80,33.80,32.90,33.20
2009-05-26,685424830,33.50,33.90,32.30,32.70
2009-05-27,902044778,33.40,34.30,33.00,34.00
2009-06-01,833844273,34.70,34.95,34.05,34.50
2009-06-02,639169066,34.80,34.90,33.60,34.00
2009-06-03,1088603031,33.90,33.90,32.50,32.60
2009-06-04,758174938,32.70,33.00,31.60,32.00
2009-06-05,640650726,32.00,32.25,31.55,31.70
2009-06-06,300435310,32.00,32.15,31.85,32.15
2009-06-08,512166016,32.35,32.45,31.10,31.20
2009-06-09,808916782,30.80,31.05,29.60,29.85
2009-06-10,519075741,29.90,30.40,29.70,30.15
2009-06-11,706635273,30.40,32.15,29.80,32.15
2009-06-12,1277168640,32.50,33.00,31.55,32.15
2009-06-15,634077468,31.65,32.00,30.50,30.55
2009-06-16,479323815,30.60,31.25,29.90,30.10
2009-06-17,263242079,30.10,30.65,30.00,30.10
2009-06-18,347061093,30.50,30.70,29.40,29.60
2009-06-19,351764020,29.80,30.20,29.70,30.20
2009-06-22,259191922,30.25,30.50,29.70,30.35
2009-06-23,556688857,29.90,29.95,29.00,29.20
2009-06-24,1051013682,29.25,31.20,29.10,30.65
2009-06-25,1341213130,31.25,32.70,31.00,32.50
2009-06-26,829439993,32.80,33.00,32.10,32.30
2009-06-29,356770011,32.50,32.50,31.50,31.50
2009-06-30,305152441,32.00,32.30,31.00,31.40
2009-07-01,403049970,31.45,32.15,31.20,31.70
2009-07-02,433004583,32.00,32.50,31.70,32.20
2009-07-03,219400274,31.50,32.10,31.50,32.00
2009-07-06,330848982,32.00,32.65,31.90,32.20
2009-07-07,630899165,32.00,33.05,32.00,32.65
2009-07-08,584464232,32.60,32.60,31.50,31.65
2009-07-09,319695014,31.60,32.30,31.60,32.00
2009-07-10,782252838,32.05,33.05,32.05,32.90
2009-07-13,619934663,33.40,33.50,31.50,31.50
2009-07-14,360199949,31.60,31.95,31.50,31.60
2009-07-15,489188036,31.90,32.75,31.90,32.70
2009-07-16,423628860,33.20,33.40,32.10,32.30
2009-07-17,403474261,32.50,32.85,31.90,32.80
2009-07-20,315597502,32.90,33.05,32.30,32.75
2009-07-21,570005458,33.00,33.35,32.75,32.75
2009-07-22,329179372,32.90,33.20,32.75,33.05
2009-07-23,1655411471,33.40,35.00,33.20,34.90
2009-07-24,946358157,35.00,35.30,34.30,34.35
2009-07-27,443805220,34.30,35.00,33.75,34.60
2009-07-28,617169601,34.70,35.00,34.60,34.75
2009-07-29,429412775,34.85,34.90,34.15,34.45
2009-07-30,642172824,34.80,34.95,34.30,34.80
2009-07-31,657533220,35.20,35.20,33.75,34.75
2009-08-03,611372837,34.05,35.20,34.05,34.80
2009-08-04,1476518987,35.35,36.70,35.35,35.80
